"TOA5","12191","CR1000","12191","CR1000.Std.31","CPU:BUAN_SOLYS2(161020_1).CR1","4648","min1"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","AirTC_Avg","RH","Rain_mm_Tot","HOR_sun_Avg","HOR_shad_Avg","DIRN_Avg"
"TS","RN","","Deg","","","","","",""
"","","WVc","WVc","Avg","Smp","Tot","Avg","Avg","Avg"
"2018-09-09 00:01:00",720554,0,0,17.49,83.1,0,0,0,0
"2018-09-09 00:02:00",720555,0,0,17.51,83.2,0,0,0,0
"2018-09-09 00:03:00",720556,0,0,17.5,83,0,0,0,0
"2018-09-09 00:04:00",720557,0,0,17.51,83.1,0,0,0,0
"2018-09-09 00:05:00",720558,0,0,17.52,83.2,0,0,0,0
"2018-09-09 00:06:00",720559,0.032,97.6,17.51,83.3,0,0,0,0
"2018-09-09 00:07:00",720560,0,0,17.51,83.3,0,0,0,0
"2018-09-09 00:08:00",720561,0.174,89.8,17.52,83.6,0,0,0,0
"2018-09-09 00:09:00",720562,0.551,87.8,17.49,83.5,0,0,0,0
"2018-09-09 00:10:00",720563,0.604,97,17.47,83.7,0,0,0,0
"2018-09-09 00:11:00",720564,0.253,99.8,17.44,83.8,0,0,0,0
"2018-09-09 00:12:00",720565,0.222,87.9,17.4,83.9,0,0,0,0
"2018-09-09 00:13:00",720566,0.807,85.9,17.38,84.1,0,0,0,0
"2018-09-09 00:14:00",720567,0.218,89.3,17.33,84,0,0,0,0
"2018-09-09 00:15:00",720568,0,0,17.28,84.3,0,0,0,0
"2018-09-09 00:16:00",720569,0,0,17.24,84.2,0,0,0,0
"2018-09-09 00:17:00",720570,0,0,17.19,84.3,0,0,0,0
"2018-09-09 00:18:00",720571,0.234,125.7,17.15,84.7,0,0,0,0
"2018-09-09 00:19:00",720572,0.588,125.4,17.1,84.8,0,0,0,0
"2018-09-09 00:20:00",720573,0.032,151.6,17.06,84.9,0,0,0,0
"2018-09-09 00:21:00",720574,0,0,17.01,84.8,0,0,0,0
"2018-09-09 00:22:00",720575,0.127,90.7,17,85.1,0,0,0,0
